program,university,city,country_code,pathway,level,study_area,duration_months,tuition_per_year,application_fee,initial_deposit,intakes,min_ielts,min_pte,min_oet_grade,min_german_level,max_backlogs,max_gap_years,moi_accepted,work_rights,work_rights_note,required_docs,status
MSc Finance and Investments,Erasmus University Rotterdam,Rotterdam,NL,DEGREE,PG,Business,12,28000,,,9,,,,,,,,ELIGIBLE,"Netherlands: orientation year, up to 12 months to live and work freely; apply within 3 years of graduating (IND)",,DRAFT
Master in Management,HEC Paris,Jouy-en-Josas,FR,DEGREE,PG,Business,24,29450,180,5000,,,,,,,,,ELIGIBLE,France: 12-month job-search permit after a master's-level diploma; only jobs related to the studies above the salary floor (service-public.gouv.fr),,DRAFT
Master in International Finance,HEC Paris,Jouy-en-Josas,FR,DEGREE,PG,Business,,47950,180,6000,,,,,,,,,ELIGIBLE,France: 12-month job-search permit after a master's-level diploma; only jobs related to the studies above the salary floor (service-public.gouv.fr),,DRAFT
Master in Marketing,HEC Paris,Jouy-en-Josas,FR,DEGREE,PG,Business,12,36450,180,6000,,,,,,,,,ELIGIBLE,France: 12-month job-search permit after a master's-level diploma; only jobs related to the studies above the salary floor (service-public.gouv.fr),,DRAFT
Master in Strategic Management,HEC Paris,Jouy-en-Josas,FR,DEGREE,PG,Business,,41950,180,6000,,,,,,,,,ELIGIBLE,France: 12-month job-search permit after a master's-level diploma; only jobs related to the studies above the salary floor (service-public.gouv.fr),,DRAFT
Master in Management,ESCP Business School,Paris,FR,DEGREE,PG,Business,24,25900,180,,9,6.5,,,,,,,ELIGIBLE,France: 12-month job-search permit after a master's-level diploma; only jobs related to the studies above the salary floor (service-public.gouv.fr),,DRAFT
Master in Data Science and Artificial Intelligence Strategy,emlyon business school,Paris,FR,DEGREE,PG,Data Science,12,29300,120,4500,9,,,,,,,,ELIGIBLE,France: 12-month job-search permit after a master's-level diploma; only jobs related to the studies above the salary floor (service-public.gouv.fr),,DRAFT
Master in Finance,emlyon business school,Lyon,FR,DEGREE,PG,Business,12,29800,120,,9,,,,,,,,ELIGIBLE,France: 12-month job-search permit after a master's-level diploma; only jobs related to the studies above the salary floor (service-public.gouv.fr),,DRAFT
MSc Data Science and Business Analytics,Bocconi University,Milan,IT,DEGREE,PG,Data Science,24,18550,,,,,,,,,,,ELIGIBLE,"Italy: job-search permit of 9 to 12 months after an Italian degree or master, with no weekly hours limit (integrazionemigranti.gov.it)",,DRAFT
MSc Artificial Intelligence,Bocconi University,Milan,IT,DEGREE,PG,Computer Science,24,18550,,,,,,,,,,,ELIGIBLE,"Italy: job-search permit of 9 to 12 months after an Italian degree or master, with no weekly hours limit (integrazionemigranti.gov.it)",,DRAFT
MSc Finance,Bocconi University,Milan,IT,DEGREE,PG,Business,24,18550,,,,,,,,,,,ELIGIBLE,"Italy: job-search permit of 9 to 12 months after an Italian degree or master, with no weekly hours limit (integrazionemigranti.gov.it)",,DRAFT
MSc International Management,Bocconi University,Milan,IT,DEGREE,PG,Business,24,18550,,,,,,,,,,,ELIGIBLE,"Italy: job-search permit of 9 to 12 months after an Italian degree or master, with no weekly hours limit (integrazionemigranti.gov.it)",,DRAFT
Second Cycle Degree in Artificial Intelligence,University of Bologna,Bologna,IT,DEGREE,PG,Computer Science,24,,,,,,,,,,,,ELIGIBLE,"Italy: job-search permit of 9 to 12 months after an Italian degree or master, with no weekly hours limit (integrazionemigranti.gov.it)",,DRAFT
MSc Computer Science,KTH Royal Institute of Technology,Stockholm,SE,DEGREE,PG,Computer Science,24,192500,900,,8,6.5,,,,,,,ELIGIBLE,Sweden: up to 12 months to look for work after completing the programme; a job can start once a work permit is applied for (Migrationsverket),DEGREE_CERTIFICATE|DEGREE_MARKSHEETS|ENGLISH_TEST|PASSPORT|CV|SOP|LOR,DRAFT
MSc Machine Learning,KTH Royal Institute of Technology,Stockholm,SE,DEGREE,PG,Data Science,24,192500,900,,8,6.5,,,,,,,ELIGIBLE,Sweden: up to 12 months to look for work after completing the programme; a job can start once a work permit is applied for (Migrationsverket),DEGREE_CERTIFICATE|DEGREE_MARKSHEETS|ENGLISH_TEST|PASSPORT|CV|SOP|LOR,DRAFT
MSc Computer Science - Algorithms Languages and Logic,Chalmers University of Technology,Gothenburg,SE,DEGREE,PG,Computer Science,24,,900,,,6.5,,,,,,,ELIGIBLE,Sweden: up to 12 months to look for work after completing the programme; a job can start once a work permit is applied for (Migrationsverket),,DRAFT
MSc Data Science and AI,Chalmers University of Technology,Gothenburg,SE,DEGREE,PG,Data Science,24,,900,,,6.5,,,,,,,ELIGIBLE,Sweden: up to 12 months to look for work after completing the programme; a job can start once a work permit is applied for (Migrationsverket),,DRAFT
MSc Computer Science,ETH Zurich,Zurich,CH,DEGREE,PG,Computer Science,,4380,,,,,,,,,,,UNKNOWN,"Switzerland: 6 months to look for a job after graduating, but the job then needs approval as being of high academic or economic interest (SEM). Not an open work permit.",,DRAFT
MSc Data Science,ETH Zurich,Zurich,CH,DEGREE,PG,Data Science,,4380,,,,,,,,,,,UNKNOWN,"Switzerland: 6 months to look for a job after graduating, but the job then needs approval as being of high academic or economic interest (SEM). Not an open work permit.",,DRAFT
Master of Science in Artificial Intelligence,Universita della Svizzera italiana,Lugano,CH,DEGREE,PG,Computer Science,,10000,,,,,,,,,,,UNKNOWN,"Switzerland: 6 months to look for a job after graduating, but the job then needs approval as being of high academic or economic interest (SEM). Not an open work permit.",,DRAFT
