program,university,city,country_code,pathway,level,study_area,duration_months,tuition_per_year,application_fee,initial_deposit,intakes,min_ielts,min_pte,min_oet_grade,min_german_level,max_backlogs,max_gap_years,moi_accepted,work_rights,work_rights_note,required_docs,status
Data Science MSc,University of Gloucestershire,Cheltenham,GB,DEGREE,PG,Data Science,12,18490,,,9|1,6.0,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Computer Science,Wrexham University,Wrexham,GB,DEGREE,PG,Computer Science,12,12500,,,9|1,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc International Business,Canterbury Christ Church University,Canterbury,GB,DEGREE,PG,Management,12,,,,5,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Applied Data Science,University of Central Lancashire,Preston,GB,DEGREE,PG,Data Science,12,16900,,,9,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
Data Science MSc,University of Sheffield,Sheffield,GB,DEGREE,PG,Data Science,12,,,,9,6.5,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
Advanced Computer Science MSc,University of Sheffield,Sheffield,GB,DEGREE,PG,Computer Science,12,,,,9,6.5,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
Computer Science MSc,University of Sheffield,Sheffield,GB,DEGREE,PG,Computer Science,12,,,,9,6.5,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Computer Science,Buckinghamshire New University,High Wycombe,GB,DEGREE,PG,Computer Science,12,16280,,,1|4|9,6.5,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Artificial Intelligence,Buckinghamshire New University,High Wycombe,GB,DEGREE,PG,Artificial Intelligence,12,16280,,,1|4|9,6.5,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Big Data Technologies,Glasgow Caledonian University,Glasgow,GB,DEGREE,PG,Data Science,12,,,,1|9,6.0,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Advanced Computer Science,Glasgow Caledonian University,London,GB,DEGREE,PG,Computer Science,,,,,,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Computer Science,Glasgow Caledonian University,London,GB,DEGREE,PG,Computer Science,,,,,,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc International Management and Business Development,Glasgow Caledonian University,London,GB,DEGREE,PG,Management,,,,,,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc International Marketing,Glasgow Caledonian University,London,GB,DEGREE,PG,Management,,,,,,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MPH Master of Public Health,Glasgow Caledonian University,London,GB,DEGREE,PG,Public Health,,,,,,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
Computer Science MSc,York St John University,York,GB,DEGREE,PG,Computer Science,,,,,,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
Data Science MSc,York St John University,York,GB,DEGREE,PG,Data Science,,,,,,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
International Business MSc,York St John University,York,GB,DEGREE,PG,Management,,,,,,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Advanced Computer Science,University of Hull,Hull,GB,DEGREE,PG,Computer Science,12,19355,,,9,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Computer Science and Cyber Security,University of Hull,Hull,GB,DEGREE,PG,Cybersecurity,12,19355,,,9,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Artificial Intelligence and Data Science,University of Hull,Hull,GB,DEGREE,PG,Artificial Intelligence,12,19355,,,9|1|5,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Business Analytics and Artificial Intelligence,University of Hull,Hull,GB,DEGREE,PG,Business Analytics,12,19725,,,9,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Accounting and Finance,University of Hull,Hull,GB,DEGREE,PG,Accounting and Finance,12,19725,,,9,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Business Management,University of Hull,Hull,GB,DEGREE,PG,Management,12,19725,,,9|1|5,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Civil Engineering,University of Hull,Hull,GB,DEGREE,PG,Engineering,12,19355,,,9,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Mechanical Engineering,University of Hull,Hull,GB,DEGREE,PG,Engineering,12,19355,,,9,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Artificial Intelligence for Healthcare,University of Hull,Hull,GB,DEGREE,PG,Artificial Intelligence,12,19355,,,9|1,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc Advanced Clinical Practice,University of Hull,Hull,GB,DEGREE,PG,Nursing,36,,,,,,,,,,,,INELIGIBLE,"Part-time only (3 years), so it cannot be taken on a Student visa and leads to no Graduate visa",,DRAFT
MSc International Business Management,Wrexham University,Wrexham,GB,DEGREE,PG,Management,12,12500,,,9,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
MSc International Business and Data Analytics Management,Wrexham University,Wrexham,GB,DEGREE,PG,Business Analytics,12,12500,,,,,,,,,,,ELIGIBLE,"Graduate visa (gov.uk): 18 months if applying from 1 Jan 2027, after a UK degree completed on a Student visa",,DRAFT
