program,university,city,country_code,pathway,level,study_area,duration_months,tuition_per_year,application_fee,initial_deposit,intakes,min_ielts,min_pte,min_oet_grade,min_german_level,max_backlogs,max_gap_years,moi_accepted,work_rights,work_rights_note,required_docs,status
Computer Science M.Sc.,TU Darmstadt,Darmstadt,DE,DEGREE,PG,Computer Science,24,0,,,4|10,7.0,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Information Technology (INFOTECH) M.Sc.,University of Stuttgart,Stuttgart,DE,DEGREE,PG,Computer Science,,3000,,,4|10,7.0,76,,,,,no,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",DEGREE_CERTIFICATE|DEGREE_MARKSHEETS|ENGLISH_TEST|OTHER|APS_CERTIFICATE,DRAFT
Computational Mechanics of Materials and Structures (COMMAS) M.Sc.,University of Stuttgart,Stuttgart,DE,DEGREE,PG,Mechanical Engineering,,3000,,,10,6.5,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",DEGREE_CERTIFICATE|DEGREE_MARKSHEETS|MARKSHEET_10|CV|SOP|LOR|ENGLISH_TEST|APS_CERTIFICATE,DRAFT
Commercial Vehicle Technology M.Sc.,RPTU Kaiserslautern-Landau,Kaiserslautern,DE,DEGREE,PG,Automotive Engineering,,0,60,,10,6.0,,,A1,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Mannheim Master in Management (MMM),University of Mannheim,Mannheim,DE,DEGREE,PG,Management,,3000,,,9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Mannheim Master in Data Science,University of Mannheim,Mannheim,DE,DEGREE,PG,Data Science,24,3000,,,2|9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Pflegefachfrau/Pflegefachmann (generalist nursing),Vivantes Netzwerk fuer Gesundheit,Berlin,DE,AUSBILDUNG,VOCATIONAL,Nursing,36,0,,,4|10,,,,B2,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",OTHER|ENGLISH_TEST|TRAINING_CONTRACT|GERMAN_CERTIFICATE,DRAFT
Pflegefachmann/Pflegefachfrau (generalist nursing),Asklepios Klinik Lindau,Lindau,DE,AUSBILDUNG,VOCATIONAL,Nursing,36,0,,,9,,,,B2,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",OTHER|CV|DEGREE_MARKSHEETS|TRAINING_CONTRACT|GERMAN_CERTIFICATE,DRAFT
Pflegefachfrau/Pflegefachmann (generalist nursing),Duale Ausbildung Pflegefachmann/-frau (Pflegeberufegesetz),,DE,AUSBILDUNG,VOCATIONAL,Nursing,36,0,,,,,,,B1,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",OTHER|ENGLISH_TEST|TRAINING_CONTRACT|GERMAN_CERTIFICATE,DRAFT
Hotelfachmann/Hotelfachfrau,Duale Ausbildung Hotel- und Gastronomieberufe (IHK),,DE,AUSBILDUNG,VOCATIONAL,Hotel and Gastronomy,36,0,,,8|9,,,,B1,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",OTHER|ENGLISH_TEST|TRAINING_CONTRACT|GERMAN_CERTIFICATE,DRAFT
Kaufmann/Kauffrau fuer Hotelmanagement,Duale Ausbildung Hotel- und Gastronomieberufe (IHK),,DE,AUSBILDUNG,VOCATIONAL,Hotel and Gastronomy,36,0,,,8|9,,,,B1,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",OTHER|ENGLISH_TEST|TRAINING_CONTRACT|GERMAN_CERTIFICATE,DRAFT
Koch/Koechin,Duale Ausbildung Hotel- und Gastronomieberufe (IHK),,DE,AUSBILDUNG,VOCATIONAL,Hotel and Gastronomy,36,0,,,8|9,,,,B1,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",OTHER|ENGLISH_TEST|TRAINING_CONTRACT|GERMAN_CERTIFICATE,DRAFT
Fachkraft fuer Gastronomie,Duale Ausbildung Hotel- und Gastronomieberufe (IHK),,DE,AUSBILDUNG,VOCATIONAL,Hotel and Gastronomy,24,0,,,8|9,,,,B1,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",OTHER|ENGLISH_TEST|TRAINING_CONTRACT|GERMAN_CERTIFICATE,DRAFT
Elektroniker/in fuer Betriebstechnik,Duale Ausbildung Elektroberufe (IHK),,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,0,,,8|9,,,,B1,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",OTHER|ENGLISH_TEST|TRAINING_CONTRACT|GERMAN_CERTIFICATE,DRAFT
Mechatroniker/in,Duale Ausbildung Metall- und Elektroberufe (IHK),,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,0,,,8|9,,,,B1,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",OTHER|ENGLISH_TEST|TRAINING_CONTRACT|GERMAN_CERTIFICATE,DRAFT
"Anlagenmechaniker/in fuer Sanitaer-, Heizungs- und Klimatechnik",Duale Ausbildung (Handwerkskammer/IHK),,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,0,,,8|9,,,,B1,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",OTHER|ENGLISH_TEST|TRAINING_CONTRACT|GERMAN_CERTIFICATE,DRAFT
Kraftfahrzeugmechatroniker/in,Duale Ausbildung (Handwerkskammer/IHK),,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,0,,,8|9,,,,B1,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",OTHER|ENGLISH_TEST|TRAINING_CONTRACT|GERMAN_CERTIFICATE,DRAFT
