program,university,city,country_code,pathway,level,study_area,duration_months,tuition_per_year,application_fee,initial_deposit,intakes,min_ielts,min_pte,min_oet_grade,min_german_level,max_backlogs,max_gap_years,moi_accepted,work_rights,work_rights_note,required_docs,status
Hospitality - Hotel and Resort Operations Management,Georgian College,Barrie,CA,DEGREE,UG_DIPLOMA,Hospitality,,,100,2500,,,,,,,,,UNKNOWN,,,DRAFT
Early Childhood Education,Georgian College,Barrie,CA,DEGREE,UG_DIPLOMA,Early Childhood Education,,,100,2500,,,,,,,,,UNKNOWN,,,DRAFT
Honours Bachelor of Science - Nursing,Georgian College,Barrie,CA,NURSING,UG,Nursing,,,100,2500,,,,,,,,,UNKNOWN,,,DRAFT
Business,Georgian College (Georgian@ILAC Toronto),Toronto,CA,DEGREE,UG_DIPLOMA,Management,,,100,2500,,,,,,,,,INELIGIBLE,PGWP-ineligible,,DRAFT
Global Business Management,Georgian College (Georgian@ILAC Toronto),Toronto,CA,DEGREE,PG_DIPLOMA,Management,,,100,2500,,,,,,,,,INELIGIBLE,PGWP-ineligible,,DRAFT
Project Management,Georgian College (Georgian@ILAC Toronto),Toronto,CA,DEGREE,PG_DIPLOMA,Project Management,,,100,2500,,,,,,,,,INELIGIBLE,PGWP-ineligible,,DRAFT
Human Resources Management,Georgian College (Georgian@ILAC Toronto),Toronto,CA,DEGREE,PG_DIPLOMA,Management,,,100,2500,,,,,,,,,INELIGIBLE,PGWP-ineligible,,DRAFT
Business - Accounting,Loyalist College,Belleville,CA,DEGREE,UG_DIPLOMA,Accounting,,,,,,,,,,,,,UNKNOWN,,,DRAFT
Child and Youth Care,Loyalist College,Belleville,CA,DEGREE,UG_DIPLOMA,Early Childhood Education,,,,,,,,,,,,,UNKNOWN,,,DRAFT
Biotechnology,Loyalist College,Belleville,CA,DEGREE,UG_DIPLOMA,Science,,,,,,,,,,,,,UNKNOWN,,,DRAFT
Civil Engineering Technician,Loyalist College,Belleville,CA,DEGREE,UG_DIPLOMA,Engineering,,,,,,,,,,,,,UNKNOWN,,,DRAFT
