program,university,city,country_code,pathway,level,study_area,duration_months,tuition_per_year,application_fee,initial_deposit,intakes,min_ielts,min_pte,min_oet_grade,min_german_level,max_backlogs,max_gap_years,moi_accepted,work_rights,work_rights_note,required_docs,status
Zahnmedizinische/r Fachangestellte/r,Universitaetsklinikum Heidelberg,Heidelberg,DE,AUSBILDUNG,VOCATIONAL,Dental Practice Assistance,36,,,,9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Medizinische/r Fachangestellte/r,Universitaetsklinikum Heidelberg,Heidelberg,DE,AUSBILDUNG,VOCATIONAL,Medical Practice Assistance,36,,,,8|9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Kaufmann/Kauffrau im Gesundheitswesen,Universitaetsklinikum Heidelberg,Heidelberg,DE,AUSBILDUNG,VOCATIONAL,Healthcare Administration,36,,,,9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Kaufmann/Kauffrau fuer Bueromanagement,Universitaetsklinikum Heidelberg,Heidelberg,DE,AUSBILDUNG,VOCATIONAL,Business Administration,36,,,,9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Fachinformatiker/Fachinformatikerin Systemintegration,Universitaetsklinikum Heidelberg,Heidelberg,DE,AUSBILDUNG,VOCATIONAL,Information Technology,36,,,,9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Elektroniker/Elektronikerin fuer Informations- und Systemtechnik,Universitaetsklinikum Heidelberg,Heidelberg,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,36,,,,9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Elektroniker/Elektronikerin fuer Energie- und Gebaeudetechnik,Universitaetsklinikum Heidelberg,Heidelberg,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,,,,9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Elektroniker/Elektronikerin fuer Automatisierungstechnik,Universitaetsklinikum Heidelberg,Heidelberg,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,,,,9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
"Anlagenmechaniker/Anlagenmechanikerin fuer Sanitaer-, Heizungs- und Klimatechnik",Universitaetsklinikum Heidelberg,Heidelberg,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,,,,9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Fachkraft fuer Lagerlogistik,Universitaetsklinikum Heidelberg,Heidelberg,DE,AUSBILDUNG,VOCATIONAL,Logistics,36,,,,9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Pflegefachfrau/Pflegefachmann,Uniklinik Koeln,Koeln,DE,AUSBILDUNG,VOCATIONAL,Nursing,36,,,,,,,,B2,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",CV|SCHOOL_LEAVING|GERMAN_CERTIFICATE|TRAINING_CONTRACT|OTHER,DRAFT
Kauffrau/Kaufmann fuer Bueromanagement,Universitaetsklinikum Tuebingen,Tuebingen,DE,AUSBILDUNG,VOCATIONAL,Business Administration,36,,,,9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Pflegefachfrau/Pflegefachmann,Muenchen Klinik,Muenchen,DE,AUSBILDUNG,VOCATIONAL,Nursing,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Pflegefachfrau/Pflegefachmann,Sana Kliniken AG,,DE,AUSBILDUNG,VOCATIONAL,Nursing,36,,,,8|9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Pflegefachfrau/Pflegefachmann,Johannesstift Diakonie,Berlin,DE,AUSBILDUNG,VOCATIONAL,Nursing,36,,,,4|10,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Pflegefachfrau/Pflegefachmann,AWO Akademie Mitteldeutschland,Leipzig,DE,AUSBILDUNG,VOCATIONAL,Nursing,36,0,,,9,,,,B2,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",GERMAN_CERTIFICATE|SCHOOL_LEAVING|TRAINING_CONTRACT|OTHER,DRAFT
Notfallsanitaeter/Notfallsanitaeterin,Johanniter-Akademie Mitteldeutschland Campus Dresden,Dresden,DE,AUSBILDUNG,VOCATIONAL,Emergency Medical Services,36,0,,,9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Notfallsanitaeter/Notfallsanitaeterin,DRK Landesschule Berlin - Landesrettungsdienstschule,Berlin,DE,AUSBILDUNG,VOCATIONAL,Emergency Medical Services,36,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT|OTHER,DRAFT
Mechatroniker/Mechatronikerin,Siemens AG,,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Mechatroniker/Mechatronikerin,Robert Bosch GmbH,,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Industriemechaniker/Industriemechanikerin,Robert Bosch GmbH,,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Elektroniker/Elektronikerin fuer Betriebstechnik,Robert Bosch GmbH,,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Elektroniker/Elektronikerin fuer Automatisierungstechnik,Robert Bosch GmbH,,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Mechatroniker/Mechatronikerin,Deutsche Bahn AG,,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,,,,,,,,B2,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",GERMAN_CERTIFICATE|SCHOOL_LEAVING|TRAINING_CONTRACT,DRAFT
Elektroniker/Elektronikerin fuer Betriebstechnik,Deutsche Bahn AG,,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,,,,,,,,B2,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",GERMAN_CERTIFICATE|SCHOOL_LEAVING|TRAINING_CONTRACT,DRAFT
Elektroniker/Elektronikerin fuer Geraete und Systeme,Deutsche Bahn AG,,DE,AUSBILDUNG,VOCATIONAL,Technical Trades,42,,,,,,,,B2,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",GERMAN_CERTIFICATE|SCHOOL_LEAVING|TRAINING_CONTRACT,DRAFT
Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatronikerin Nutzfahrzeugtechnik,Daimler Truck AG,,DE,AUSBILDUNG,VOCATIONAL,Automotive Trades,42,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatronikerin System- und Hochvolttechnik,Mercedes-Benz Niederlassung Koeln,Koeln,DE,AUSBILDUNG,VOCATIONAL,Automotive Trades,,,,,9,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Hotelfachmann/Hotelfachfrau,Dorint Hotels & Resorts,,DE,AUSBILDUNG,VOCATIONAL,Hotel and Gastronomy,36,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Koch/Koechin,Dorint Hotels & Resorts,,DE,AUSBILDUNG,VOCATIONAL,Hotel and Gastronomy,36,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Kaufmann/Kauffrau fuer Hotelmanagement,Dorint Hotels & Resorts,,DE,AUSBILDUNG,VOCATIONAL,Hotel and Gastronomy,36,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Fachmann/Fachfrau fuer Restaurants und Veranstaltungsgastronomie,Dorint Hotels & Resorts,,DE,AUSBILDUNG,VOCATIONAL,Hotel and Gastronomy,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Maurer/Maurerin,ZECH Bau SE,,DE,AUSBILDUNG,VOCATIONAL,Construction Trades,36,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Beton- und Stahlbetonbauer/Beton- und Stahlbetonbauerin,ZECH Bau SE,,DE,AUSBILDUNG,VOCATIONAL,Construction Trades,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after a qualified Ausbildung, any job allowed (§ 20(1) no. 3 AufenthG)",TRAINING_CONTRACT,DRAFT
Triple Win - Vermittlung von Pflegekraeften aus dem Ausland,Bundesagentur fuer Arbeit (ZAV) und GIZ,,DE,NURSING,REGISTRATION,"Nursing; recognition of existing foreign qualification, not Ausbildung; partner countries India (Kerala and Telangana), Indonesia, Philippines, Tunisia",,,,,,,,,,,,,ELIGIBLE,"Germany: once recognised under § 16d, up to 18 months to look for work if not already employed (§ 20(1) no. 4 AufenthG)",NURSING_LICENSE|CREDENTIAL_EVALUATION,DRAFT
Vermittlung von Pflegefachkraeften fuer Krankenhaeuser und Kliniken,Bundesagentur fuer Arbeit (ZAV),,DE,NURSING,REGISTRATION,"Nursing; recognition of existing foreign qualification, not Ausbildung; partner countries Mexico and Colombia",,,,,,,,,B1,,,,ELIGIBLE,"Germany: once recognised under § 16d, up to 18 months to look for work if not already employed (§ 20(1) no. 4 AufenthG)",NURSING_LICENSE|CREDENTIAL_EVALUATION|GERMAN_CERTIFICATE,DRAFT
Vermittlung von Pflegefachkraeften fuer die Altenpflege,Bundesagentur fuer Arbeit (ZAV),,DE,NURSING,REGISTRATION,"Nursing; recognition of existing foreign qualification, not Ausbildung; partner country Mexico",,,,,,,,,B1,,,,ELIGIBLE,"Germany: once recognised under § 16d, up to 18 months to look for work if not already employed (§ 20(1) no. 4 AufenthG)",NURSING_LICENSE|CREDENTIAL_EVALUATION|GERMAN_CERTIFICATE,DRAFT
Anerkennung als Pflegefachfrau/Pflegefachmann (Hessen),Hessisches Landesamt fuer Gesundheit und Pflege (HLfGP),,DE,NURSING,REGISTRATION,"Nursing; recognition of existing foreign qualification, not Ausbildung; Anpassungslehrgang or Kenntnispruefung where substantial differences exist",,,110,,,,,,B2,,,,ELIGIBLE,"Germany: once recognised under § 16d, up to 18 months to look for work if not already employed (§ 20(1) no. 4 AufenthG)",PASSPORT|CV|DEGREE_CERTIFICATE|NURSING_LICENSE|CREDENTIAL_EVALUATION|GERMAN_CERTIFICATE,DRAFT
Anerkennung als Pflegefachfrau/Pflegefachmann mit Berufsqualifikation aus Drittstaaten (Bremen),Die Senatorin fuer Gesundheit Frauen und Verbraucherschutz Bremen,Bremen,DE,NURSING,REGISTRATION,"Nursing; recognition of existing foreign qualification, not Ausbildung; adaptation course or knowledge test where substantial differences exist",,,,,,,,,B2,,,,ELIGIBLE,"Germany: once recognised under § 16d, up to 18 months to look for work if not already employed (§ 20(1) no. 4 AufenthG)",PASSPORT|DEGREE_CERTIFICATE|NURSING_LICENSE|GERMAN_CERTIFICATE|OTHER,DRAFT
Anerkennung auslaendischer Berufsqualifikationen (EU/EWR/Schweiz) als Pflegefachfrau/Pflegefachmann,Landesamt fuer Gesundheit und Soziales Berlin (LAGeSo) - Landespruefungsamt fuer Gesundheitsberufe,Berlin,DE,NURSING,REGISTRATION,"Nursing; recognition of existing foreign qualification, not Ausbildung; processing approx 3-4 months when documents are complete",,,115,,,,,,B2,,,,UNKNOWN,,PASSPORT|CV|NURSING_LICENSE|GERMAN_CERTIFICATE|OTHER,DRAFT
Anerkennung auslaendischer Pflegeabschluesse in Nordrhein-Westfalen,Bezirksregierung Duesseldorf,Duesseldorf,DE,NURSING,REGISTRATION,"Nursing; recognition of existing foreign qualification, not Ausbildung",,,,,,,,,,,,,ELIGIBLE,"Germany: once recognised under § 16d, up to 18 months to look for work if not already employed (§ 20(1) no. 4 AufenthG)",NURSING_LICENSE|CREDENTIAL_EVALUATION,DRAFT
Anerkennung auslaendischer Berufsabschluesse in der Pflege (Bayern),Bayerisches Landesamt fuer Pflege (LfP),,DE,NURSING,REGISTRATION,"Nursing; recognition of existing foreign qualification, not Ausbildung; Fachsprachenpruefung Pflege Bayern forms part of the procedure",,,,,,,,,,,,,ELIGIBLE,"Germany: once recognised under § 16d, up to 18 months to look for work if not already employed (§ 20(1) no. 4 AufenthG)",NURSING_LICENSE|CREDENTIAL_EVALUATION,DRAFT
Anerkennungsprogramm fuer Pflegefachkraefte aus dem Ausland,Helios Kliniken,,DE,NURSING,REGISTRATION,"Nursing; recognition of existing foreign qualification, not Ausbildung; Anpassungslehrgang and Kenntnispruefung preparation at Helios education centres",,,,,,,,,B2,,,,ELIGIBLE,"Germany: once recognised under § 16d, up to 18 months to look for work if not already employed (§ 20(1) no. 4 AufenthG)",PASSPORT|CV|DEGREE_CERTIFICATE|NURSING_LICENSE|CREDENTIAL_EVALUATION|GERMAN_CERTIFICATE|OTHER,DRAFT
Internationale Pflegefachkraefte - Begleitung im Anerkennungsverfahren,Sana Kliniken AG,,DE,NURSING,REGISTRATION,"Nursing; recognition of existing foreign qualification, not Ausbildung; recognition typically takes 6-9 months and nurses often start as nursing assistants",,,,,,,,,B2,,,,ELIGIBLE,"Germany: once recognised under § 16d, up to 18 months to look for work if not already employed (§ 20(1) no. 4 AufenthG)",PASSPORT|CV|DEGREE_CERTIFICATE|NURSING_LICENSE|GERMAN_CERTIFICATE,DRAFT
Artificial Intelligence and Intelligent Systems M.Sc.,University of Bremen,Bremen,DE,DEGREE,PG,Artificial Intelligence,24,,,,10,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Communication and Information Technology M.Sc.,University of Bremen,Bremen,DE,DEGREE,PG,Electrical Engineering,24,,,,10,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
"Control, Microsystems, Microelectronics M.Sc.",University of Bremen,Bremen,DE,DEGREE,PG,Electrical Engineering,24,,,,10,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Industrial Mathematics and Data Analysis M.Sc.,University of Bremen,Bremen,DE,DEGREE,PG,Data Science,24,,,,10,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Electrochemical Engineering for Sustainability M.Sc.,University of Bremen,Bremen,DE,DEGREE,PG,Renewable Energy,24,,,,10,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Natural Sciences for Sustainability B.Sc.,University of Bremen,Bremen,DE,DEGREE,UG,Natural Sciences,36,,,,10,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Computer Science M.Sc.,Leibniz University Hannover,Hannover,DE,DEGREE,PG,Computer Science,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Nanotechnology M.Sc.,Leibniz University Hannover,Hannover,DE,DEGREE,PG,Nanotechnology,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Water Resources and Environmental Engineering M.Sc.,Leibniz University Hannover,Hannover,DE,DEGREE,PG,Environmental Engineering,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Management and Technology of Water and Wastewater (ISE) M.Sc.,University of Duisburg-Essen,Duisburg,DE,DEGREE,PG,Environmental Engineering,,0,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Water Science M.Sc.,University of Duisburg-Essen,Essen,DE,DEGREE,PG,Environmental Science,,0,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Environmental Toxicology M.Sc.,University of Duisburg-Essen,Essen,DE,DEGREE,PG,Environmental Science,,0,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Medical Informatics M.Sc.,University of Duisburg-Essen,,DE,DEGREE,PG,Health Informatics,,0,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Applied Computer Sciences M.Sc.,University of Goettingen,Goettingen,DE,DEGREE,PG,Computer Science,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Information Systems M.Sc.,University of Goettingen,Goettingen,DE,DEGREE,PG,Information Systems,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Mechanical Engineering M.Sc.,Hochschule Rhein-Waal,,DE,DEGREE,PG,Mechanical Engineering,,,,,4|10,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Information Engineering and Computer Science M.Sc.,Hochschule Rhein-Waal,,DE,DEGREE,PG,Computer Science,,,,,4|10,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Economics and Finance M.Sc.,Hochschule Rhein-Waal,,DE,DEGREE,PG,Economics and Finance,,,,,4|10,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
International Management and Psychology M.Sc.,Hochschule Rhein-Waal,,DE,DEGREE,PG,International Management,,,,,4|10,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Electrical and Computer Engineering M.Eng.,Hochschule Anhalt,,DE,DEGREE,PG,Electrical Engineering,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Molecular Biotechnology M.Sc.,Hochschule Anhalt,,DE,DEGREE,PG,Biotechnology,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Photovoltaics Engineering Science M.Sc.,Hochschule Anhalt,,DE,DEGREE,PG,Renewable Energy,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
International Trade MBA,Hochschule Anhalt,,DE,DEGREE,PG,International Business,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Artificial Intelligence B.Sc.,Deggendorf Institute of Technology,Deggendorf,DE,DEGREE,UG,Artificial Intelligence,,,60,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Energy Systems Engineering B.Eng.,Deggendorf Institute of Technology,Deggendorf,DE,DEGREE,UG,Renewable Energy,,,60,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Health Informatics B.Sc.,Deggendorf Institute of Technology,Deggendorf,DE,DEGREE,UG,Health Informatics,,,60,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Artificial Intelligence and Data Science M.Sc.,Deggendorf Institute of Technology,Deggendorf,DE,DEGREE,PG,Artificial Intelligence,,,60,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
